timestamp,queue_size,batch_current_size,request_rate
2024-12-05 14:32:49.656000,0.0,12.0,3.0432
2024-12-05 14:32:51.665000,0.0,0.0,2.085866666666667
2024-12-05 14:32:53.673000,0.0,4.0,0.9999999999999998
2024-12-05 14:32:55.682000,0.0,1.0,2.0
2024-12-05 14:32:57.690000,0.0,0.0,0.9999999999999998
2024-12-05 14:32:59.698000,0.0,16.0,4.0
2024-12-05 14:33:01.707000,0.0,8.0,5.0
2024-12-05 14:33:03.716000,0.0,0.0,1.0
2024-12-05 14:33:05.724000,0.0,2.0,1.0
2024-12-05 14:33:07.731000,0.0,8.0,3.0
2024-12-05 14:33:09.738000,2.0,10.0,5.0
2024-12-05 14:33:11.748000,0.0,0.0,3.0
2024-12-05 14:33:13.756000,0.0,1.0,1.0
2024-12-05 14:33:15.764000,0.0,4.0,2.0
2024-12-05 14:33:17.772000,0.0,8.0,3.0
2024-12-05 14:33:19.781000,0.0,13.0,6.0
2024-12-05 14:33:21.789000,0.0,7.0,5.0
2024-12-05 14:33:23.799000,0.0,4.0,2.0
2024-12-05 14:33:25.807000,3.0,6.0,4.0
2024-12-05 14:33:27.816000,0.0,7.0,4.0
2024-12-05 14:33:29.823000,0.0,2.0,2.0
2024-12-05 14:33:31.831000,0.0,0.0,2.0
2024-12-05 14:33:33.839000,0.0,10.0,4.0
2024-12-05 14:33:35.848000,1.0,13.0,6.0
2024-12-05 14:33:37.856000,0.0,15.0,6.0
2024-12-05 14:33:39.863000,0.0,16.0,7.0
2024-12-05 14:33:41.874000,0.0,12.0,7.0
2024-12-05 14:33:43.882000,2.0,13.0,6.0
2024-12-05 14:33:45.891000,3.0,14.0,7.0
2024-12-05 14:33:47.899000,2.0,16.0,7.0
2024-12-05 14:33:49.907000,0.0,12.0,4.0
2024-12-05 14:33:51.916000,0.0,16.0,5.0
2024-12-05 14:33:53.924000,0.0,0.0,4.0
2024-12-05 14:33:55.932000,3.0,0.0,2.0
2024-12-05 14:33:57.941000,0.0,10.0,4.0
2024-12-05 14:33:59.949000,0.0,3.0,3.0
2024-12-05 14:34:01.959000,0.0,8.0,3.0
