1,1733408859.2095716,1733408861.04848,1.8389084339141846,0
0,1733408858.8350646,1733408861.3182764,2.4832117557525635,0
2,1733408860.6389596,1733408861.4807045,0.8417448997497559,0
3,1733408863.43186,1733408864.9531069,1.5212469100952148,0
4,1733408866.6629245,1733408868.461434,1.7985093593597412,0
5,1733408867.5792246,1733408869.512962,1.9337375164031982,0
6,1733408867.6025755,1733408870.392653,2.7900774478912354,0
7,1733408868.4775722,1733408871.4961789,3.018606662750244,0
8,1733408869.0734355,1733408871.8019679,2.728532314300537,0
9,1733408870.2548203,1733408871.802012,1.5471916198730469,0
10,1733408870.3772187,1733408874.2465863,3.8693675994873047,0
11,1733408870.683043,1733408875.5600903,4.877047300338745,0
12,1733408870.7794764,1733408875.9296138,5.150137424468994,0
13,1733408870.9284306,1733408877.265603,6.337172508239746,0
14,1733408872.110478,1733408877.3667812,5.256303310394287,0
15,1733408872.3621786,1733408879.1294765,6.767297983169556,0
16,1733408874.2293937,1733408879.909476,5.680082321166992,0
17,1733408876.7945766,1733408880.8664136,4.071836948394775,0
18,1733408878.5440586,1733408881.9826376,3.4385790824890137,0
19,1733408878.6494794,1733408882.9641488,4.314669370651245,0
20,1733408879.1212027,1733408883.018383,3.8971803188323975,0
21,1733408879.5550668,1733408884.0242045,4.469137668609619,0
22,1733408879.6616023,1733408885.4626832,5.801080942153931,0
23,1733408879.7349627,1733408886.2707338,6.535771131515503,0
24,1733408881.186846,1733408887.5038157,6.316969633102417,0
25,1733408881.309236,1733408888.3099253,7.000689268112183,0
26,1733408882.023785,1733408889.5468311,7.523046016693115,0
27,1733408882.7487876,1733408890.3779604,7.6291728019714355,0
28,1733408883.4819498,1733408890.8044138,7.3224639892578125,0
29,1733408884.5117862,1733408891.5830271,7.0712409019470215,0
30,1733408885.8701816,1733408892.7203434,6.850161790847778,0
32,1733408887.651064,1733408893.368826,5.717761993408203,0
31,1733408885.996584,1733408893.441801,7.445217132568359,0
33,1733408887.855554,1733408894.6234462,6.767892122268677,0
34,1733408888.4101336,1733408895.5805748,7.170441150665283,0
35,1733408888.4604707,1733408896.7608337,8.300363063812256,0
36,1733408889.2414274,1733408897.643747,8.40231966972351,0
37,1733408889.3674538,1733408899.1686704,9.80121660232544,0
38,1733408889.8772762,1733408899.3910127,9.513736486434937,0
39,1733408891.05877,1733408900.3901536,9.33138370513916,0
40,1733408893.07889,1733408901.232814,8.153923988342285,0
41,1733408893.1992877,1733408901.8153582,8.61607050895691,0
43,1733408894.2200296,1733408902.3373244,8.117294788360596,0
42,1733408893.9504707,1733408903.3044572,9.353986501693726,0
44,1733408894.6376128,1733408904.6240065,9.986393690109253,0
