timestamp,queue_size,batch_current_size,request_rate
2024-12-23 08:48:45.801000,0.0,2.0,1.0
2024-12-23 08:48:47.809000,0.0,2.0,0.75
2024-12-23 08:48:49.816000,0.0,4.0,1.5
2024-12-23 08:48:51.824000,0.0,4.0,2.0
2024-12-23 08:48:53.832000,0.0,2.0,1.5
2024-12-23 08:48:55.843000,0.0,2.0,0.75
2024-12-23 08:48:57.852000,0.0,3.0,1.25
2024-12-23 08:48:59.860000,0.0,1.0,1.25
2024-12-23 08:49:01.868000,0.0,2.0,0.75
2024-12-23 08:49:03.876000,0.0,2.0,1.0
2024-12-23 08:49:05.887000,0.0,3.0,1.25
2024-12-23 08:49:07.895000,0.0,4.0,1.75
2024-12-23 08:49:09.904000,0.0,3.0,1.5
2024-12-23 08:49:11.912000,0.0,1.0,1.0
2024-12-23 08:49:13.921000,0.0,4.0,1.25
2024-12-23 08:49:15.929000,0.0,1.0,1.0
2024-12-23 08:49:17.936000,0.0,2.0,0.75
2024-12-23 08:49:19.944000,0.0,6.0,2.0
2024-12-23 08:49:21.952000,0.0,6.0,3.0
2024-12-23 08:49:23.961000,0.0,4.0,2.5
2024-12-23 08:49:25.976000,0.0,3.0,1.75
2024-12-23 08:49:27.985000,0.0,3.0,1.25
2024-12-23 08:49:29.993000,0.0,2.0,0.75
2024-12-23 08:49:32,0.0,1.0,0.5
2024-12-23 08:49:34.008000,0.0,7.0,2.0
