timestamp,queue_size,batch_current_size,request_rate
2024-12-23 08:58:03.520000,0.0,0.0,0.75
2024-12-23 08:58:05.536000,0.0,2.0,0.75
2024-12-23 08:58:07.544000,0.0,3.0,1.5
2024-12-23 08:58:09.552000,0.0,1.0,1.0
2024-12-23 08:58:11.560000,0.0,5.0,1.25
2024-12-23 08:58:13.568000,0.0,3.0,1.5
2024-12-23 08:58:15.576000,0.0,1.0,0.75
2024-12-23 08:58:17.585000,0.0,2.0,1.0
2024-12-23 08:58:19.593000,0.0,4.0,1.75
2024-12-23 08:58:21.600000,0.0,6.0,2.25
2024-12-23 08:58:23.608000,0.0,4.0,2.0
2024-12-23 08:58:25.624000,0.0,0.0,0.75
2024-12-23 08:58:27.632000,0.0,1.0,0.25
2024-12-23 08:58:29.640000,0.0,2.0,0.75
2024-12-23 08:58:31.649000,0.0,0.0,0.5
2024-12-23 08:58:33.656000,0.0,5.0,1.25
2024-12-23 08:58:35.664000,0.0,3.0,1.75
2024-12-23 08:58:37.675000,0.0,1.0,1.0
2024-12-23 08:58:39.684000,0.0,3.0,1.5
2024-12-23 08:58:41.693000,0.0,1.0,1.0000000000000002
2024-12-23 08:58:43.700000,0.0,2.0,0.5
2024-12-23 08:58:45.708000,0.0,2.0,1.0
2024-12-23 08:58:47.714000,0.0,1.0,0.5
2024-12-23 08:58:49.724000,0.0,1.0,0.25
2024-12-23 08:58:51.732000,0.0,0.0,0.25
2024-12-23 08:58:53.740000,0.0,3.0,1.0
2024-12-23 08:58:55.749000,0.0,4.0,1.5
2024-12-23 08:58:57.756000,0.0,2.0,1.0
2024-12-23 08:58:59.764000,0.0,4.0,1.5
2024-12-23 08:59:01.775000,0.0,4.0,1.75
2024-12-23 08:59:03.784000,0.0,2.0,1.25
2024-12-23 08:59:05.792000,0.0,1.0,0.5
2024-12-23 08:59:07.800000,0.0,1.0,0.25
