0,37886.575472577,37888.325620565,1.7501479880011175,0
3,37886.662637747,37888.615317926,1.95268017899798,0
1,37886.623348688,37888.765168306,2.141819618002046,0
2,37886.647970131,37891.009689186,4.361719054999412,0
7,37887.200284483,37893.023015855,5.822731371998088,0
4,37886.801393618,37893.585383466,6.783989848001511,0
5,37887.056133331,37894.42960492,7.373471588995017,0
6,37887.129735675,37896.457325131,9.32758945599926,0
12,37887.777470572,37898.439642237,10.662171664997004,0
9,37887.528673821,37898.481158579,10.952484758003266,0
11,37887.560772885,37898.646577841,11.085804955997446,0
8,37887.329967563,37898.825015378,11.495047815005819,0
10,37887.550276578,37899.060917536,11.510640958003933,0
13,37887.785955582,37899.401764569,11.615808986993216,0
14,37887.807460917,37900.774835193,12.967374275998736,0
15,37888.185324026,37901.275980272,13.090656246000435,0
16,37888.352791937,37901.747925222,13.395133284997428,0
18,37888.470907409,37905.086493896,16.615586487001565,0
17,37888.427157586,37905.135496307,16.708338721000473,0
19,37888.547699264,37905.318211665,16.770512400995358,0
20,37888.787302672,37905.778577007,16.991274334999616,0
21,37888.943681464,37906.589963893,17.646282428999257,0
22,37889.273259375,37907.529549481,18.25629010600096,0
23,37889.321797058,37908.083106376,18.761309317997075,0
24,37889.441385788,37908.388308588,18.94692280000163,0
25,37889.778218596,37911.776899373,21.99868077699648,0
28,37890.549543858,37911.910984266,21.361440407999908,0
26,37890.002934554,37912.453198248,22.450263693994202,0
27,37890.269782094,37913.843345743,23.57356364899897,0
30,37890.870780322,37914.42840177,23.55762144799519,0
29,37890.636106437,37915.462183821,24.82607738400111,0
32,37890.993898918,37915.74011494,24.746216022002045,0
33,37891.15397563,37915.979474593,24.825498963000427,0
31,37890.945370615,37916.810097511,25.864726895997592,0
34,37891.358560659,37918.357281281,26.99872062200302,0
35,37892.023834926,37920.448920014,28.425085087998013,0
39,37892.38916451,37922.261763702,29.872599192000052,0
36,37892.103658858,37922.298285319,30.194626460994186,0
38,37892.162555646,37922.815136324,30.652580678004597,0
37,37892.131105564,37923.651218784,31.520113219994528,0
40,37892.551724948,37925.415603511,32.863878562995524,0
41,37892.652246839,37926.406840301,33.75459346199932,0
42,37892.891885098,37927.148991684,34.25710658600292,0
43,37893.053143462,37927.70528462,34.65214115800336,0
44,37893.077394329,37928.547495236,35.47010090700496,0
47,37893.641528402,37929.532183193,35.890654791001,0
46,37893.550715304,37930.693623155,37.14290785099729,0
45,37893.506210237,37930.722327295,37.216117058000236,0
48,37894.152764251,37932.666981983,38.51421773200127,0
51,37894.751264682,37933.317336139,38.566071456996724,0
49,37894.355432504,37933.94562237,39.59018986600131,0
50,37894.572829364,37934.640735178,40.06790581400128,0
52,37894.774897687,37934.724926122,39.950028434999695,0
53,37895.006512274,37936.170178594,41.16366632000427,0
54,37895.027956598,37937.802260511,42.77430391300004,0
55,37895.066409381,37938.460447955,43.39403857400612,0
56,37895.295028223,37939.471998597,44.17697037399921,0
57,37895.33847772,37940.431154903,45.092677183005435,0
58,37895.558310176,37942.123911492,46.56560131600418,0
59,37895.835988761,37943.01940255,47.18341378900368,0
61,37896.668650977,37943.580993996,46.91234301900113,0
60,37896.200775044,37944.964260512,48.763485468,0
65,37897.016639474,37946.259180305,49.24254083100095,0
64,37896.854081146,37946.43958711,49.58550596400164,0
62,37896.804020594,37946.519649156,49.71562856200035,0
66,37897.046075898,37947.284793942,50.23871804400551,0
63,37896.850514438,37947.700670757,50.850156319000234,0
67,37897.202671864,37950.928843203,53.726171339003486,0
68,37897.919860358,37951.184894741,53.265034383002785,0
69,37898.022480529,37952.200468489,54.17798795999988,0
70,37898.492291858,37952.776543907,54.284252049001225,0
71,37898.709705089,37954.534412741,55.824707651998324,0
72,37898.77197911,37955.457731163,56.68575205299567,0
73,37898.913196737,37956.17670483,57.26350809300493,0
75,37899.381328125,37957.552560856,58.17123273100151,0
77,37899.670367533,37958.017602016,58.34723448300065,0
76,37899.418888741,37958.171623634,58.752734893001616,0
74,37898.96649352,37958.564999685,59.59850616499898,0
80,37899.967044115,37960.110238758,60.14319464300206,0
79,37899.905603479,37961.435712947,61.5301094680035,0
82,37900.198107942,37962.236689577,62.03858163500263,0
78,37899.784093583,37962.413447002,62.6293534189972,0
81,37900.002477681,37963.289102107,63.286624426000344,0
83,37900.447089317,37964.018308387,63.57121906999964,0
84,37900.51794908,37964.132864732,63.61491565199685,0
87,37901.717907507,37967.324770767,65.60686325999995,0
85,37901.106254419,37967.391613275,66.28535885600286,0
86,37901.516406496,37968.169196005,66.65278950900392,0
89,37902.01148179,37969.029669634,67.01818784399802,0
88,37901.783052612,37969.677197107,67.894144494996,0
90,37902.118011775,37969.791807674,67.6737958990052,0
91,37902.358667682,37972.223505915,69.86483823299932,0
92,37902.526360578,37972.25141573,69.72505515200464,0
94,37902.736377789,37972.606662534,69.87028474500403,0
97,37903.177336835,37975.351314694,72.17397785900539,0
95,37903.062143008,37975.66524522,72.60310221200052,0
93,37902.723948585,37975.987076185,73.26312760000292,0
98,37903.315857752,37976.723198406,73.40734065399738,0
96,37903.108882978,37978.111832792,75.0029498139993,0
99,37903.817890867,37979.211681285,75.39379041799839,0
101,37904.023059747,37979.226792609,75.20373286199901,0
100,37904.005570118,37980.296069798,76.2904996799989,0
102,37904.195643965,37981.876603375,77.68095940999774,0
103,37904.403375853,37982.698096411,78.29472055799852,0
104,37904.653108911,37983.656956412,79.00384750100056,0
105,37904.783709409,37985.043388637,80.25967922800191,0
107,37904.855058221,37985.134315177,80.27925695599697,0
